4246.87,-4025.75
4261.58,-4053.98
4321.43,-4024.11
4329.65,-4046.67
4207.62,-4110.44
4180.36,-4057.29
4246.87,-4025.75
29577.87,5411.68
29442.70,5449.32
29208.31,5758.94
29334.92,5859.86
29625.78,5528.00
30154.48,6248.17
30279.37,6515.01
30597.61,6792.12
30281.09,7009.35
30770.42,6968.30
30816.62,7255.67
30688.30,7532.77
30524.04,7584.08
30382.03,7763.69
30513.78,8102.35
30724.23,8080.11
30722.52,7811.58
31138.29,7835.52
30919.27,7178.69
31230.68,7052.12
31483.90,7616.57
31579.72,7570.40
31365.85,7026.46
31600.24,6992.25
31817.54,7529.34
31976.66,7536.19
31817.54,7005.94
32454.02,6911.85
32630.25,7478.03
32613.14,7539.61
32673.03,7611.45
33035.76,7479.74
32982.71,7271.06
33093.93,7204.35
33242.78,7582.37
33193.16,7696.97
33263.32,7929.60
33533.65,7751.71
33579.84,7654.21
33766.35,7510.53
33959.69,7300.14
33759.50,7094.88
33761.21,6857.11
33865.58,6848.56
33797.14,6568.04
33735.52,6474.25
33965.39,5991.64
33856.50,5853.75
33779.07,5966.23
33765.76,5861.01
34346.73,5697.35
34175.62,5555.38
33732.49,5801.70
33600.74,5447.61
33609.30,5185.88
33056.65,5635.77
32998.47,5596.43
33178.13,5451.02
33133.65,5380.89
32856.47,5541.69
32572.44,5093.51
33003.61,4984.02
32592.98,4681.23
32791.45,4523.85
32363.70,4650.44
32285.00,4513.59
32173.78,4540.96
32189.19,4778.75
32050.60,4843.75
32134.43,5040.48
32213.14,4908.76
32288.43,5235.48
32406.48,5285.10
32527.96,5384.31
32307.37,5483.23
32366.21,5660.29
32314.96,5678.34
32366.04,6147.07
32388.09,6144.78
32425.14,6298.31
32343.47,6338.11
32347.55,6372.93
32270.35,6376.37
32265.16,6335.36
32202.64,6341.12
32206.14,6394.33
32186.21,6394.22
32158.52,6126.71
32079.72,6134.39
32103.21,6337.07
32049.92,6342.05
32033.58,6225.10
31997.43,6228.02
32015.66,6416.85
31939.12,6438.52
31929.63,6368.10
31963.55,6362.53
31951.06,6263.09
31875.14,6278.42
31862.61,6165.20
31720.27,6166.35
31741.34,6435.62
31711.47,6439.61
31716.55,6491.95
31671.54,6496.67
31677.23,6528.24
31583.66,6554.57
31564.55,6382.77
31517.98,6387.18
31505.50,6236.66
31445.37,6241.74
31466.45,6583.83
31435.81,6591.17
31428.34,6487.82
31399.52,6488.68
31391.41,6360.44
31345.15,6366.55
31350.85,6431.07
31310.38,6434.31
31323.04,6611.43
31235.80,6621.02
31213.34,6460.45
30998.35,6410.67
30765.65,6501.32
30639.04,6627.91
30513.43,6558.48
30727.30,6431.89
30749.60,6372.35
30553.28,6128.80
31141.35,5665.56
31135.85,5628.45
30528.32,6100.06
30195.77,5792.67
29868.40,5371.34
29723.30,5074.69
29577.87,5411.68
-5368.48,-1433.39
-5299.31,-1406.70
-5280.74,-1478.76
-5434.82,-1512.36
-5443.31,-1475.45
-5368.48,-1433.39
-1680.55,-2650.88
-1620.50,-2558.42
-1593.53,-2556.95
-1516.19,-2673.16
-1609.45,-2754.35
-1693.62,-2672.15
-1680.55,-2650.88
-1714.39,-2652.93
-1805.43,-2532.32
-1869.39,-2559.78
-1959.83,-2510.05
-1729.07,-2405.77
-1616.16,-2526.67
-1714.39,-2652.93
-3246.64,-4614.97
-3239.13,-4636.74
-3271.42,-4652.90
-3218.55,-4734.91
-3246.46,-4752.47
-3297.58,-4667.80
-3342.53,-4695.43
-3327.55,-4725.91
-3421.69,-4787.80
-3453.89,-4740.46
-3487.74,-4761.76
-3510.87,-4725.41
-3479.14,-4678.88
-3265.91,-4567.23
-3246.64,-4614.97
13222.08,-192.20
13385.53,-274.84
13388.93,-253.62
13477.19,-279.37
13470.11,-329.99
13511.70,-336.22
13515.93,-308.50
13566.85,-318.68
13540.05,-449.47
13651.78,-465.95
13665.74,-406.62
13737.79,-418.53
13748.25,-348.87
13819.22,-360.97
13771.17,-608.75
13774.62,-905.33
13239.37,-804.61
13234.85,-855.93
13167.23,-842.76
13174.86,-795.59
12787.99,-742.07
12787.03,-769.18
12638.42,-743.98
12633.00,-779.06
12570.49,-771.09
12498.74,-747.82
12508.31,-708.27
12394.19,-694.15
12402.59,-466.16
12508.92,-484.95
12514.86,-435.01
12409.02,-422.64
12420.89,-360.33
12472.32,-369.72
12480.24,-324.22
13222.08,-192.20
30763.26,3096.83
30551.18,3109.04
30574.07,3539.23
30699.69,3666.36
30715.96,3597.20
30836.31,3591.07
30844.58,3158.07
30944.35,3170.46
30950.64,3100.29
30763.26,3096.83
30198.11,3606.44
30286.67,3774.20
30270.03,3791.18
30323.08,3926.08
30376.35,3968.27
30490.87,3869.87
30459.72,4040.00
30525.00,4100.11
30694.33,3983.57
30707.94,3997.50
30954.92,3956.56
30868.91,3869.24
30917.23,3816.92
30659.85,3648.28
30387.54,3397.39
30198.11,3606.44
30383.44,4327.00
30370.15,4477.48
30973.42,4638.09
30995.32,4560.58
30477.42,4223.83
30386.84,4220.43
30383.44,4327.00
-1472.16,-3347.52
-1415.50,-3277.97
-1377.03,-3311.12
-1360.04,-3275.25
-1267.99,-3366.50
-1285.43,-3384.67
-1269.88,-3399.40
-1252.02,-3382.63
-1230.40,-3425.39
-1388.62,-3568.51
-1413.77,-3538.59
-1474.79,-3576.28
-1531.25,-3498.53
-1447.02,-3434.17
-1490.69,-3373.60
-1472.16,-3347.52
-14471.76,-18881.14
-14355.56,-18864.94
-14316.91,-18976.07
-14071.90,-18935.12
-14028.58,-18973.47
-14063.63,-18985.25
-14052.27,-19045.31
-14257.23,-19077.31
-14262.75,-19056.24
-14307.86,-19091.87
-14480.82,-19092.37
-14471.76,-18881.14
-14564.37,-18297.99
-14376.75,-18210.01
-14208.17,-18554.91
-14263.71,-18579.68
