X,Y,pop_defacto_2020
12006.23,9083.10,221.73
12206.23,9083.10,494.88
12406.23,9083.10,332.29
12606.23,9083.10,399.01
12806.23,9083.10,420.85
13006.23,9083.10,472.59
13206.23,9083.10,239.12
13406.23,9083.10,201.00
13606.23,9083.10,140.00
13806.23,9083.10,114.00
14006.23,9083.10,164.56
14206.23,9083.10,146.56
14406.23,9083.10,197.19
14606.23,9083.10,258.60
14806.23,9083.10,506.68
15006.23,9083.10,432.65
15206.23,9083.10,449.18
15406.23,9083.10,405.20
15606.23,9083.10,379.85
15806.23,9083.10,511.41
16006.23,9083.10,342.90
16206.23,9083.10,325.80
16406.23,9083.10,358.82
16606.23,9083.10,559.98
16806.23,9083.10,377.21
17006.23,9083.10,396.56
17206.23,9083.10,432.61
17406.23,9083.10,467.08
17606.23,9083.10,700.89
17806.23,9083.10,396.16
18006.23,9083.10,299.03
18206.23,9083.10,212.35
18406.23,9083.10,274.63
18606.23,9083.10,188.49
18806.23,9083.10,184.94
19006.23,9083.10,242.50
19206.23,9083.10,332.72
19406.23,9083.10,575.98
19606.23,9083.10,309.52
19806.23,9083.10,217.90
20006.23,9083.10,172.78
20206.23,9083.10,268.31
20406.23,9083.10,198.97
20606.23,9083.10,198.62
20806.23,9083.10,168.83
21006.23,9083.10,139.69
21206.23,9083.10,230.36
21406.23,9083.10,178.98
21606.23,9083.10,143.27
21806.23,9083.10,151.71
22006.23,9083.10,166.04
22206.23,9083.10,181.68
22406.23,9083.10,116.94
22606.23,9083.10,131.64
22806.23,9083.10,134.10
23006.23,9083.10,115.69
23206.23,9083.10,65.93
23406.23,9083.10,89.91
23606.23,9083.10,77.40
23806.23,9083.10,88.33
24006.23,9083.10,133.68
24206.23,9083.10,99.28
24406.23,9083.10,96.86
24606.23,9083.10,89.69
24806.23,9083.10,97.33
25006.23,9083.10,49.42
25206.23,9083.10,44.62
25406.23,9083.10,36.18
25606.23,9083.10,39.06
25806.23,9083.10,75.39
26006.23,9083.10,45.91
26206.23,9083.10,39.66
26406.23,9083.10,37.04
26606.23,9083.10,57.18
26806.23,9083.10,37.86
27006.23,9083.10,35.45
27206.23,9083.10,34.33
27406.23,9083.10,32.40
27606.23,9083.10,46.86
27806.23,9083.10,32.19
28006.23,9083.10,29.69
28206.23,9083.10,29.74
28406.23,9083.10,43.82
28606.23,9083.10,33.65
28806.23,9083.10,36.49
29006.23,9083.10,30.24
29206.23,9083.10,24.99
29406.23,9083.10,43.46
29606.23,9083.10,49.98
29806.23,9083.10,59.92
30006.23,9083.10,60.82
30206.23,9083.10,114.73
30406.23,9083.10,91.31
30606.23,9083.10,135.00
30806.23,9083.10,188.49
31006.23,9083.10,152.65
31206.23,9083.10,161.52
31406.23,9083.10,84.51
31606.23,9083.10,51.47
31806.23,9083.10,52.42
32006.23,9083.10,66.11
32206.23,9083.10,38.54
32406.23,9083.10,43.52
32606.23,9083.10,51.90
32806.23,9083.10,55.81
33006.23,9083.10,90.39
33206.23,9083.10,51.00
33406.23,9083.10,47.24
33606.23,9083.10,40.55
33806.23,9083.10,43.94
34006.23,9083.10,26.80
34206.23,9083.10,30.01
34406.23,9083.10,25.91
34606.23,9083.10,20.87
34806.23,9083.10,22.26
35006.23,9083.10,13.75
35206.23,9083.10,12.86
35406.23,9083.10,12.15
35606.23,9083.10,17.41
35806.23,9083.10,11.44
36006.23,9083.10,11.78
36206.23,9083.10,12.33
36406.23,9083.10,12.80
36606.23,9083.10,20.64
36806.23,9083.10,14.30
37006.23,9083.10,16.50
37206.23,9083.10,17.82
37406.23,9083.10,27.06
37606.23,9083.10,17.40
37806.23,9083.10,17.59
38006.23,9083.10,16.61
38206.23,9083.10,16.28
38406.23,9083.10,28.39
38606.23,9083.10,19.93
38806.23,9083.10,19.09
39006.23,9083.10,18.75
39206.23,9083.10,22.67
39406.23,9083.10,10.80
39606.23,9083.10,11.04
39806.23,9083.10,11.74
40006.23,9083.10,12.58
40206.23,9083.10,16.67
40406.23,9083.10,10.85
40606.23,9083.10,11.40
40806.23,9083.10,12.33
-24993.77,8883.10,17.22
-24793.77,8883.10,27.95
-24593.77,8883.10,20.56
-24393.77,8883.10,21.18
-24193.77,8883.10,24.06
-23993.77,8883.10,24.54
-23793.77,8883.10,36.25
-23593.77,8883.10,24.43
-23393.77,8883.10,27.00
-23193.77,8883.10,31.47
-22993.77,8883.10,41.87
-22793.77,8883.10,23.99
-22593.77,8883.10,21.56
-22393.77,8883.10,22.52
-22193.77,8883.10,22.88
-21993.77,8883.10,33.42
-21793.77,8883.10,22.49
-21593.77,8883.10,22.25
-21393.77,8883.10,22.77
-21193.77,8883.10,36.63
-20993.77,8883.10,29.22
-20793.77,8883.10,30.64
-20593.77,8883.10,38.00
-20393.77,8883.10,35.55
-20193.77,8883.10,52.87
-19993.77,8883.10,34.70
-19793.77,8883.10,42.05
-19593.77,8883.10,45.74
-19393.77,8883.10,58.00
-19193.77,8883.10,35.17
-18993.77,8883.10,35.75
-18793.77,8883.10,28.59
-18593.77,8883.10,28.44
-18393.77,8883.10,58.17
-18193.77,8883.10,68.32
-17993.77,8883.10,87.70
-17793.77,8883.10,116.66
-17593.77,8883.10,174.02
-17393.77,8883.10,109.15
-17193.77,8883.10,97.08
-16993.77,8883.10,91.36
-16793.77,8883.10,87.76
-16593.77,8883.10,132.88
-16393.77,8883.10,143.80
-16193.77,8883.10,170.80
-15993.77,8883.10,170.09
-15793.77,8883.10,314.54
-15593.77,8883.10,209.43
-15393.77,8883.10,175.80
-15193.77,8883.10,169.48
-14993.77,8883.10,126.77
-14793.77,8883.10,208.70
-14593.77,8883.10,153.10
-14393.77,8883.10,160.06
-14193.77,8883.10,127.54
-13993.77,8883.10,190.98
-13793.77,8883.10,108.37
-13593.77,8883.10,126.11
-13393.77,8883.10,152.65
-13193.77,8883.10,135.77
-12993.77,8883.10,193.56
-12793.77,8883.10,125.43
-12593.77,8883.10,111.95
-12393.77,8883.10,118.26
-12193.77,8883.10,222.97
-11993.77,8883.10,193.28
-11793.77,8883.10,173.40
-11593.77,8883.10,216.49
-11393.77,8883.10,137.87
-11193.77,8883.10,184.00
-10993.77,8883.10,106.66
-10793.77,8883.10,104.43
-10593.77,8883.10,90.41
-10393.77,8883.10,152.24
-10193.77,8883.10,112.53
-9993.77,8883.10,148.32
-9793.77,8883.10,170.85
-9593.77,8883.10,170.00
-9393.77,8883.10,258.59
-9193.77,8883.10,178.00
-8993.77,8883.10,186.41
-8793.77,8883.10,215.67
-8593.77,8883.10,427.98
-8393.77,8883.10,256.51
-8193.77,8883.10,195.80
-7993.77,8883.10,195.10
-7793.77,8883.10,210.64
-7593.77,8883.10,282.18
-7393.77,8883.10,172.20
-7193.77,8883.10,217.70
-6993.77,8883.10,283.19
-6793.77,8883.10,459.57
-6593.77,8883.10,315.67
-6393.77,8883.10,188.07
-6193.77,8883.10,480.41
-5993.77,8883.10,494.33
-5793.77,8883.10,814.36
-5593.77,8883.10,560.51
-5393.77,8883.10,414.72
-5193.77,8883.10,352.78
-4993.77,8883.10,497.48
-4793.77,8883.10,284.16
-4593.77,8883.10,320.21
-4393.77,8883.10,386.92
-4193.77,8883.10,446.67
-3993.77,8883.10,709.10
-3793.77,8883.10,495.68
-3593.77,8883.10,512.50
-3393.77,8883.10,573.52
-3193.77,8883.10,856.88
-2993.77,8883.10,621.62
-2793.77,8883.10,623.91
-2593.77,8883.10,543.48
-2393.77,8883.10,518.85
-2193.77,8883.10,724.14
-1993.77,8883.10,255.81
-1793.77,8883.10,360.29
-1593.77,8883.10,329.47
-1393.77,8883.10,447.91
-1193.77,8883.10,288.08
-993.77,8883.10,309.77
-793.77,8883.10,348.99
-593.77,8883.10,397.89
-393.77,8883.10,647.81
-193.77,8883.10,451.83
6.23,8883.10,489.74
206.23,8883.10,463.04
406.23,8883.10,817.21
606.23,8883.10,567.17
806.23,8883.10,527.47
1006.23,8883.10,503.98
1206.23,8883.10,490.43
1406.23,8883.10,700.85
1606.23,8883.10,483.52
1806.23,8883.10,480.28
2006.23,8883.10,430.21
2206.23,8883.10,589.04
2406.23,8883.10,364.36
2606.23,8883.10,303.08
2806.23,8883.10,289.24
3006.23,8883.10,323.64
3206.23,8883.10,545.72
3406.23,8883.10,421.12
3606.23,8883.10,469.45
3806.23,8883.10,462.15
4006.23,8883.10,664.90
4206.23,8883.10,394.38
4406.23,8883.10,368.23
4606.23,8883.10,389.50
4806.23,8883.10,371.34
5006.23,8883.10,612.91
5206.23,8883.10,367.83
5406.23,8883.10,361.11
5606.23,8883.10,305.64
5806.23,8883.10,455.26
6006.23,8883.10,245.45
6206.23,8883.10,199.84
6406.23,8883.10,200.20
6606.23,8883.10,197.49
6806.23,8883.10,285.99
7006.23,8883.10,174.41
7206.23,8883.10,188.82
7406.23,8883.10,212.67
7606.23,8883.10,358.32
7806.23,8883.10,219.98
8006.23,8883.10,251.10
8206.23,8883.10,242.37
8406.23,8883.10,257.88
8606.23,8883.10,384.48
8806.23,8883.10,248.50
9006.23,8883.10,261.05
9206.23,8883.10,259.03
9406.23,8883.10,375.75
9606.23,8883.10,301.81
9806.23,8883.10,316.33
10006.23,8883.10,362.60
10206.23,8883.10,374.35
10406.23,8883.10,569.78
10606.23,8883.10,321.23
10806.23,8883.10,318.76
11006.23,8883.10,276.40
11206.23,8883.10,424.15
11406.23,8883.10,248.78
11606.23,8883.10,203.74
11806.23,8883.10,170.64
12006.23,8883.10,175.71
12206.23,8883.10,304.41
12406.23,8883.10,204.23
12606.23,8883.10,226.89
12806.23,8883.10,267.46
13006.23,8883.10,362.74
13206.23,8883.10,207.87
13406.23,8883.10,179.91
13606.23,8883.10,124.55
13806.23,8883.10,112.09
14006.23,8883.10,155.26
14206.23,8883.10,129.84
14406.23,8883.10,140.78
14606.23,8883.10,169.77
14806.23,8883.10,378.22
15006.23,8883.10,307.81
15206.23,8883.10,270.19
15406.23,8883.10,221.43
15606.23,8883.10,218.65
15806.23,8883.10,312.57
16006.23,8883.10,232.45
16206.23,8883.10,224.30
16406.23,8883.10,181.98
16606.23,8883.10,271.64
16806.23,8883.10,193.24
17006.23,8883.10,223.30
17206.23,8883.10,262.07
17406.23,8883.10,331.67
17606.23,8883.10,422.60
17806.23,8883.10,217.58
18006.23,8883.10,202.28
18206.23,8883.10,167.87
18406.23,8883.10,225.52
18606.23,8883.10,176.31
18806.23,8883.10,173.94
19006.23,8883.10,176.70
19206.23,8883.10,239.32
19406.23,8883.10,457.96
19606.23,8883.10,268.33
19806.23,8883.10,172.07
20006.23,8883.10,127.37
20206.23,8883.10,183.87
20406.23,8883.10,127.38
20606.23,8883.10,175.11
20806.23,8883.10,163.45
21006.23,8883.10,114.41
21206.23,8883.10,144.13
21406.23,8883.10,95.79
21606.23,8883.10,93.46
21806.23,8883.10,81.17
22006.23,8883.10,78.28
22206.23,8883.10,91.13
22406.23,8883.10,56.68
22606.23,8883.10,54.81
22806.23,8883.10,58.95
23006.23,8883.10,67.89
23206.23,8883.10,26.32
23406.23,8883.10,43.19
23606.23,8883.10,63.38
23806.23,8883.10,62.63
24006.23,8883.10,82.93
24206.23,8883.10,64.60
24406.23,8883.10,78.43
24606.23,8883.10,68.29
24806.23,8883.10,73.19
25006.23,8883.10,41.40
25206.23,8883.10,32.92
25406.23,8883.10,26.21
25606.23,8883.10,27.50
25806.23,8883.10,48.83
26006.23,8883.10,28.76
26206.23,8883.10,26.02
26406.23,8883.10,25.91
26606.23,8883.10,46.10
26806.23,8883.10,39.25
27006.23,8883.10,33.26
27206.23,8883.10,26.90
27406.23,8883.10,31.64
27606.23,8883.10,39.43
27806.23,8883.10,19.33
28006.23,8883.10,17.74
28206.23,8883.10,19.36
28406.23,8883.10,29.58
28606.23,8883.10,22.00
28806.23,8883.10,25.83
29006.23,8883.10,28.78
29206.23,8883.10,23.31
29406.23,8883.10,39.09
29606.23,8883.10,36.08
29806.23,8883.10,45.50
30006.23,8883.10,51.95
30206.23,8883.10,92.14
30406.23,8883.10,55.50
30606.23,8883.10,102.33
30806.23,8883.10,145.84
31006.23,8883.10,113.69
31206.23,8883.10,96.38
31406.23,8883.10,60.28
31606.23,8883.10,40.44
31806.23,8883.10,39.18
32006.23,8883.10,46.90
32206.23,8883.10,22.85
32406.23,8883.10,24.34
32606.23,8883.10,32.60
32806.23,8883.10,35.51
33006.23,8883.10,58.38
33206.23,8883.10,36.49
33406.23,8883.10,33.99
33606.23,8883.10,28.22
33806.23,8883.10,31.46
34006.23,8883.10,17.18
34206.23,8883.10,16.64
34406.23,8883.10,15.64
34606.23,8883.10,13.46
34806.23,8883.10,14.52
35006.23,8883.10,9.10
35206.23,8883.10,8.31
35406.23,8883.10,8.00
35606.23,8883.10,11.89
35806.23,8883.10,8.01
36006.23,8883.10,8.45
36206.23,8883.10,8.73
36406.23,8883.10,8.71
36606.23,8883.10,14.04
36806.23,8883.10,10.05
37006.23,8883.10,11.41
37206.23,8883.10,15.10
37406.23,8883.10,28.79
37606.23,8883.10,17.34
37806.23,8883.10,15.07
38006.23,8883.10,13.17
38206.23,8883.10,12.17
38406.23,8883.10,16.06
38606.23,8883.10,11.31
38806.23,8883.10,11.36
39006.23,8883.10,11.34
39206.23,8883.10,17.47
39406.23,8883.10,12.55
39606.23,8883.10,10.57
39806.23,8883.10,10.52
40006.23,8883.10,12.04
40206.23,8883.10,16.07
40406.23,8883.10,9.84
40606.23,8883.10,10.51
40806.23,8883.10,12.81
-24993.77,8683.10,18.08
-24793.77,8683.10,28.57
-24593.77,8683.10,24.04
-24393.77,8683.10,23.59
-24193.77,8683.10,27.66
-23993.77,8683.10,28.41
-23793.77,8683.10,41.20
-23593.77,8683.10,27.78
-23393.77,8683.10,30.63
-23193.77,8683.10,33.18
-22993.77,8683.10,49.33
-22793.77,8683.10,27.43
-22593.77,8683.10,25.79
-22393.77,8683.10,21.53
-22193.77,8683.10,23.99
-21993.77,8683.10,42.25
-21793.77,8683.10,25.50
-21593.77,8683.10,25.95
-21393.77,8683.10,25.74
-21193.77,8683.10,37.90
-20993.77,8683.10,28.22
-20793.77,8683.10,30.03
-20593.77,8683.10,36.34
-20393.77,8683.10,36.75
-20193.77,8683.10,57.85
-19993.77,8683.10,37.11
-19793.77,8683.10,47.82
-19593.77,8683.10,52.06
-19393.77,8683.10,60.57
-19193.77,8683.10,35.53
-18993.77,8683.10,35.92
-18793.77,8683.10,31.57
-18593.77,8683.10,30.86
-18393.77,8683.10,45.46
-18193.77,8683.10,47.78
-17993.77,8683.10,85.09
-17793.77,8683.10,119.85
-17593.77,8683.10,132.88
-17393.77,8683.10,85.74
-17193.77,8683.10,83.66
-16993.77,8683.10,73.65
-16793.77,8683.10,75.26
-16593.77,8683.10,129.49
-16393.77,8683.10,134.07
-16193.77,8683.10,187.34
-15993.77,8683.10,193.38
-15793.77,8683.10,256.57
-15593.77,8683.10,146.64
-15393.77,8683.10,147.76
-15193.77,8683.10,165.85
-14993.77,8683.10,140.25
-14793.77,8683.10,234.24
-14593.77,8683.10,146.42
-14393.77,8683.10,122.65
-14193.77,8683.10,122.27
-13993.77,8683.10,181.81
-13793.77,8683.10,120.01
-13593.77,8683.10,134.95
-13393.77,8683.10,145.58
-13193.77,8683.10,137.08
-12993.77,8683.10,218.50
-12793.77,8683.10,149.12
-12593.77,8683.10,123.97
-12393.77,8683.10,105.42
-12193.77,8683.10,215.81
-11993.77,8683.10,171.38
-11793.77,8683.10,186.82
-11593.77,8683.10,171.19
-11393.77,8683.10,150.46
-11193.77,8683.10,171.96
-10993.77,8683.10,92.74
-10793.77,8683.10,73.19
-10593.77,8683.10,70.00
-10393.77,8683.10,122.36
-10193.77,8683.10,85.18
-9993.77,8683.10,114.14
-9793.77,8683.10,115.21
-9593.77,8683.10,106.81
-9393.77,8683.10,162.67
-9193.77,8683.10,121.57
-8993.77,8683.10,144.47
-8793.77,8683.10,161.81
-8593.77,8683.10,313.44
-8393.77,8683.10,271.81
-8193.77,8683.10,189.61
-7993.77,8683.10,181.12
-7793.77,8683.10,217.62
-7593.77,8683.10,280.24
-7393.77,8683.10,161.89
-7193.77,8683.10,236.11
-6993.77,8683.10,272.85
-6793.77,8683.10,437.88
-6593.77,8683.10,243.65
-6393.77,8683.10,76.03
-6193.77,8683.10,395.92
-5993.77,8683.10,440.63
-5793.77,8683.10,778.18
-5593.77,8683.10,518.85
-5393.77,8683.10,467.60
-5193.77,8683.10,472.06
-4993.77,8683.10,754.95
-4793.77,8683.10,473.88
-4593.77,8683.10,428.19
-4393.77,8683.10,474.77
-4193.77,8683.10,487.14
-3993.77,8683.10,803.77
-3793.77,8683.10,527.54
-3593.77,8683.10,540.80
-3393.77,8683.10,562.56
-3193.77,8683.10,946.38
-2993.77,8683.10,626.68
-2793.77,8683.10,567.46
-2593.77,8683.10,479.75
-2393.77,8683.10,467.60
-2193.77,8683.10,681.90
-1993.77,8683.10,322.17
-1793.77,8683.10,301.87
-1593.77,8683.10,308.23
-1393.77,8683.10,357.02
-1193.77,8683.10,225.01
-993.77,8683.10,268.95
-793.77,8683.10,302.38
-593.77,8683.10,319.52
-393.77,8683.10,513.22
-193.77,8683.10,409.03
6.23,8683.10,479.47
206.23,8683.10,446.54
406.23,8683.10,708.44
606.23,8683.10,531.31
806.23,8683.10,512.74
1006.23,8683.10,495.08
1206.23,8683.10,467.64
1406.23,8683.10,665.31
1606.23,8683.10,517.71
1806.23,8683.10,524.04
2006.23,8683.10,450.44
2206.23,8683.10,581.88
2406.23,8683.10,389.97
2606.23,8683.10,360.23
2806.23,8683.10,369.43
3006.23,8683.10,394.52
3206.23,8683.10,636.09
3406.23,8683.10,465.08
3606.23,8683.10,494.52
3806.23,8683.10,485.20
4006.23,8683.10,753.72
4206.23,8683.10,424.00
4406.23,8683.10,398.33
4606.23,8683.10,367.98
4806.23,8683.10,334.49
5006.23,8683.10,564.73
5206.23,8683.10,330.11
5406.23,8683.10,256.03
5606.23,8683.10,248.92
5806.23,8683.10,349.71
6006.23,8683.10,221.13
6206.23,8683.10,190.62
6406.23,8683.10,182.54
6606.23,8683.10,170.52
6806.23,8683.10,350.65
7006.23,8683.10,341.91
7206.23,8683.10,387.16
7406.23,8683.10,411.18
7606.23,8683.10,401.37
7806.23,8683.10,288.97
8006.23,8683.10,309.97
8206.23,8683.10,312.61
8406.23,8683.10,306.73
8606.23,8683.10,413.18
8806.23,8683.10,289.81
9006.23,8683.10,315.77
9206.23,8683.10,327.86
9406.23,8683.10,498.34
9606.23,8683.10,345.53
9806.23,8683.10,360.45
10006.23,8683.10,362.43
10206.23,8683.10,329.32
10406.23,8683.10,479.88
10606.23,8683.10,319.01
10806.23,8683.10,290.39
11006.23,8683.10,278.02
11206.23,8683.10,445.97
11406.23,8683.10,271.65
11606.23,8683.10,198.72
11806.23,8683.10,199.22
12006.23,8683.10,167.37
12206.23,8683.10,264.68
12406.23,8683.10,187.66
12606.23,8683.10,246.02
12806.23,8683.10,243.28
13006.23,8683.10,396.69
13206.23,8683.10,242.08
13406.23,8683.10,181.96
13606.23,8683.10,165.58
13806.23,8683.10,152.58
14006.23,8683.10,183.98
14206.23,8683.10,116.81
14406.23,8683.10,140.05
14606.23,8683.10,178.96
14806.23,8683.10,416.52
15006.23,8683.10,256.71
15206.23,8683.10,243.81
15406.23,8683.10,174.32
15606.23,8683.10,164.02
15806.23,8683.10,308.22
16006.23,8683.10,215.29
16206.23,8683.10,202.11
16406.23,8683.10,158.80
16606.23,8683.10,194.75
16806.23,8683.10,152.51
17006.23,8683.10,202.50
17206.23,8683.10,273.24
17406.23,8683.10,334.30
17606.23,8683.10,451.00
17806.23,8683.10,223.38
18006.23,8683.10,191.27
18206.23,8683.10,175.22
18406.23,8683.10,309.12
18606.23,8683.10,207.32
18806.23,8683.10,236.81
19006.23,8683.10,227.45
19206.23,8683.10,266.18
19406.23,8683.10,405.63
19606.23,8683.10,241.93
19806.23,8683.10,187.83
20006.23,8683.10,190.78
20206.23,8683.10,212.93
20406.23,8683.10,145.46
20606.23,8683.10,159.51
20806.23,8683.10,140.95
21006.23,8683.10,119.42
21206.23,8683.10,142.06
21406.23,8683.10,86.56
21606.23,8683.10,77.16
21806.23,8683.10,68.88
22006.23,8683.10,64.65
22206.23,8683.10,87.65
22406.23,8683.10,53.85
22606.23,8683.10,38.52
22806.23,8683.10,40.31
23006.23,8683.10,53.49
23206.23,8683.10,31.53
23406.23,8683.10,43.70
23606.23,8683.10,60.03
23806.23,8683.10,58.75
24006.23,8683.10,76.44
24206.23,8683.10,60.14
24406.23,8683.10,81.13
24606.23,8683.10,72.88
24806.23,8683.10,75.10
25006.23,8683.10,41.44
25206.23,8683.10,35.42
25406.23,8683.10,27.74
25606.23,8683.10,38.68
25806.23,8683.10,63.58
26006.23,8683.10,37.69
26206.23,8683.10,28.06
26406.23,8683.10,27.37
26606.23,8683.10,48.00
26806.23,8683.10,37.49
27006.23,8683.10,34.35
27206.23,8683.10,29.46
27406.23,8683.10,29.57
27606.23,8683.10,39.95
27806.23,8683.10,24.89
28006.23,8683.10,24.55
28206.23,8683.10,30.48
28406.23,8683.10,39.21
28606.23,8683.10,20.59
28806.23,8683.10,23.19
29006.23,8683.10,28.84
29206.23,8683.10,31.08
29406.23,8683.10,52.70
29606.23,8683.10,37.82
29806.23,8683.10,46.28
30006.23,8683.10,54.27
30206.23,8683.10,91.08
30406.23,8683.10,76.09
30606.23,8683.10,105.81
30806.23,8683.10,159.22
31006.23,8683.10,133.39
31206.23,8683.10,94.26
31406.23,8683.10,52.93
31606.23,8683.10,40.99
31806.23,8683.10,37.63
32006.23,8683.10,44.01
32206.23,8683.10,20.86
32406.23,8683.10,21.25
32606.23,8683.10,26.54
32806.23,8683.10,28.89
33006.23,8683.10,50.26
33206.23,8683.10,33.40
33406.23,8683.10,32.19
33606.23,8683.10,30.48
33806.23,8683.10,33.59
34006.23,8683.10,17.47
34206.23,8683.10,15.67
34406.23,8683.10,14.43
34606.23,8683.10,12.52
34806.23,8683.10,14.50
35006.23,8683.10,8.85
35206.23,8683.10,8.10
35406.23,8683.10,7.94
35606.23,8683.10,12.02
35806.23,8683.10,8.28
36006.23,8683.10,8.75
36206.23,8683.10,8.77
36406.23,8683.10,9.02
36606.23,8683.10,14.53
36806.23,8683.10,11.02
37006.23,8683.10,16.31
37206.23,8683.10,16.78
37406.23,8683.10,34.27
37606.23,8683.10,23.69
37806.23,8683.10,19.49
38006.23,8683.10,18.20
38206.23,8683.10,15.28
38406.23,8683.10,17.10
38606.23,8683.10,9.86
38806.23,8683.10,10.36
39006.23,8683.10,10.58
39206.23,8683.10,18.64
39406.23,8683.10,14.44
39606.23,8683.10,16.94
39806.23,8683.10,18.49
40006.23,8683.10,16.26
40206.23,8683.10,21.00
40406.23,8683.10,13.31
40606.23,8683.10,15.98
40806.23,8683.10,14.91
-24993.77,8483.10,18.46
-24793.77,8483.10,30.83
-24593.77,8483.10,22.87
-24393.77,8483.10,26.47
-24193.77,8483.10,31.71
-23993.77,8483.10,32.73
-23793.77,8483.10,47.01
-23593.77,8483.10,30.49
-23393.77,8483.10,39.07
-23193.77,8483.10,40.62
-22993.77,8483.10,61.52
-22793.77,8483.10,35.50
-22593.77,8483.10,28.05
-22393.77,8483.10,22.08
-22193.77,8483.10,22.43
-21993.77,8483.10,42.43
-21793.77,8483.10,32.56
-21593.77,8483.10,30.69
-21393.77,8483.10,30.93
-21193.77,8483.10,42.56
-20993.77,8483.10,26.57
-20793.77,8483.10,28.38
-20593.77,8483.10,32.13
-20393.77,8483.10,36.48
-20193.77,8483.10,60.95
-19993.77,8483.10,36.71
-19793.77,8483.10,40.69
-19593.77,8483.10,43.28
-19393.77,8483.10,62.32
-19193.77,8483.10,43.79
-18993.77,8483.10,42.81
-18793.77,8483.10,37.09
-18593.77,8483.10,36.34
-18393.77,8483.10,57.23
-18193.77,8483.10,45.14
-17993.77,8483.10,67.10
-17793.77,8483.10,92.08
-17593.77,8483.10,129.74
-17393.77,8483.10,101.20
-17193.77,8483.10,86.27
-16993.77,8483.10,89.02
-16793.77,8483.10,99.63
-16593.77,8483.10,138.88
-16393.77,8483.10,125.55
-16193.77,8483.10,162.68
-15993.77,8483.10,173.05
-15793.77,8483.10,278.89
-15593.77,8483.10,157.79
-15393.77,8483.10,136.22
-15193.77,8483.10,121.28
-14993.77,8483.10,144.55
-14793.77,8483.10,225.69
-14593.77,8483.10,122.30
-14393.77,8483.10,102.74
-14193.77,8483.10,110.55
-13993.77,8483.10,191.16
-13793.77,8483.10,132.59
-13593.77,8483.10,133.53
-13393.77,8483.10,130.69
-13193.77,8483.10,139.51
-12993.77,8483.10,222.97
-12793.77,8483.10,144.82
-12593.77,8483.10,134.48
-12393.77,8483.10,122.19
-12193.77,8483.10,251.64
-11993.77,8483.10,150.45
-11793.77,8483.10,137.72
-11593.77,8483.10,142.16
-11393.77,8483.10,118.49
-11193.77,8483.10,151.54
-10993.77,8483.10,87.92
-10793.77,8483.10,74.17
-10593.77,8483.10,67.40
-10393.77,8483.10,95.08
-10193.77,8483.10,70.26
-9993.77,8483.10,124.12
-9793.77,8483.10,144.72
-9593.77,8483.10,128.50
-9393.77,8483.10,155.32
-9193.77,8483.10,117.81
-8993.77,8483.10,147.44
-8793.77,8483.10,128.22
-8593.77,8483.10,188.35
-8393.77,8483.10,124.90
-8193.77,8483.10,118.32
-7993.77,8483.10,154.16
-7793.77,8483.10,212.34
-7593.77,8483.10,329.06
-7393.77,8483.10,187.49
-7193.77,8483.10,185.25
-6993.77,8483.10,221.01
-6793.77,8483.10,376.65
-6593.77,8483.10,247.47
-6393.77,8483.10,95.64
-6193.77,8483.10,0.00
-5993.77,8483.10,344.48
-5793.77,8483.10,619.93
-5593.77,8483.10,413.61
-5393.77,8483.10,457.82
-5193.77,8483.10,474.64
-4993.77,8483.10,790.35
-4793.77,8483.10,502.12
-4593.77,8483.10,504.64
-4393.77,8483.10,535.83
-4193.77,8483.10,547.54
-3993.77,8483.10,855.69
-3793.77,8483.10,566.64
-3593.77,8483.10,558.71
-3393.77,8483.10,593.37
-3193.77,8483.10,935.81
-2993.77,8483.10,580.16
-2793.77,8483.10,598.84
-2593.77,8483.10,512.04
-2393.77,8483.10,513.60
-2193.77,8483.10,649.73
-1993.77,8483.10,367.39
-1793.77,8483.10,281.86
-1593.77,8483.10,244.34
-1393.77,8483.10,312.24
-1193.77,8483.10,171.25
-993.77,8483.10,206.67
-793.77,8483.10,252.78
-593.77,8483.10,274.99
-393.77,8483.10,471.07
-193.77,8483.10,410.18
6.23,8483.10,448.09
206.23,8483.10,471.14
406.23,8483.10,727.05
606.23,8483.10,498.08
806.23,8483.10,522.54
1006.23,8483.10,481.11
1206.23,8483.10,474.82
1406.23,8483.10,642.60
1606.23,8483.10,459.64
1806.23,8483.10,488.86
2006.23,8483.10,443.91
2206.23,8483.10,571.42
2406.23,8483.10,364.57
2606.23,8483.10,406.35
2806.23,8483.10,415.81
3006.23,8483.10,424.97
3206.23,8483.10,698.20
3406.23,8483.10,470.61
3606.23,8483.10,488.94
3806.23,8483.10,517.26
4006.23,8483.10,740.99
4206.23,8483.10,460.09
4406.23,8483.10,401.42
4606.23,8483.10,360.75
4806.23,8483.10,357.02
5006.23,8483.10,555.94
5206.23,8483.10,298.11
5406.23,8483.10,234.10
5606.23,8483.10,168.66
5806.23,8483.10,309.23
6006.23,8483.10,205.98
6206.23,8483.10,192.98
6406.23,8483.10,191.33
6606.23,8483.10,203.94
6806.23,8483.10,489.33
7006.23,8483.10,318.12
7206.23,8483.10,389.24
7406.23,8483.10,420.34
7606.23,8483.10,451.89
7806.23,8483.10,302.92
8006.23,8483.10,287.20
8206.23,8483.10,296.91
8406.23,8483.10,287.28
8606.23,8483.10,449.86
